word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
prestidigitation,P,R,EH,S,T,IH,D,IH,JH,AH,T,EY,SH,AH,N,,,
prestige,P,R,EH,S,T,IY,ZH,,,,,,,,,,,
presumption,P,R,IH,Z,AH,M,P,SH,AH,N,,,,,,,,
presumptuousness,P,R,IH,Z,AH,M,P,CH,AH,W,AH,S,N,AH,S,,,
presupposition,P,R,IY,S,AH,P,AH,Z,IH,SH,AH,N,,,,,,
pretax,P,R,IY,T,AE,K,S,,,,,,,,,,,
preteens,P,R,IY,T,IY,N,Z,,,,,,,,,,,
pretence,P,R,IY,T,EH,N,S,,,,,,,,,,,
pretender,P,R,IY,T,EH,N,D,ER,,,,,,,,,,
pretense,P,R,IY,T,EH,N,S,,,,,,,,,,,
pretentiousness,P,R,IH,T,EH,N,CH,AH,S,N,AH,S,,,,,,
pretext,P,R,IY,T,EH,K,S,T,,,,,,,,,,
pretties,P,R,IH,T,IY,Z,,,,,,,,,,,,
pretzel,P,R,EH,T,Z,AH,L,,,,,,,,,,,
prevalence,P,R,EH,V,AH,L,AH,N,S,,,,,,,,,
prevarication,P,R,AH,V,EH,R,AH,K,EY,SH,AH,N,,,,,,
preventer,P,R,IH,V,EH,N,T,ER,,,,,,,,,,
preverbal,P,R,IY,V,ER,B,AH,L,,,,,,,,,,
preview,P,R,IY,V,Y,UW,,,,,,,,,,,,
prey,P,R,EY,,,,,,,,,,,,,,,
price,P,R,AY,S,,,,,,,,,,,,,,
prick,P,R,IH,K,,,,,,,,,,,,,,
pride,P,R,AY,D,,,,,,,,,,,,,,
priest,P,R,IY,S,T,,,,,,,,,,,,,
priestess,P,R,IY,S,T,AH,S,,,,,,,,,,,
priesthood,P,R,IY,S,T,HH,UH,D,,,,,,,,,,
prig,P,R,IH,G,,,,,,,,,,,,,,
prima,P,R,IY,M,AH,,,,,,,,,,,,,
primaries,P,R,AY,M,EH,R,IY,Z,,,,,,,,,,
primate,P,R,AY,M,EY,T,,,,,,,,,,,,
primatologist,P,R,AY,M,AH,T,AA,L,AH,JH,AH,S,T,,,,,
primer,P,R,AY,M,ER,,,,,,,,,,,,,
primes,P,R,AY,M,Z,,,,,,,,,,,,,
primitives,P,R,IH,M,AH,T,IH,V,Z,,,,,,,,,
primrose,P,R,IH,M,R,OW,Z,,,,,,,,,,,
primus,P,R,AY,M,AH,S,,,,,,,,,,,,
prince,P,R,IH,N,S,,,,,,,,,,,,,
princedom,P,R,IH,N,S,D,AH,M,,,,,,,,,,
princess,P,R,IH,N,S,EH,S,,,,,,,,,,,
principal,P,R,IH,N,S,AH,P,AH,L,,,,,,,,,
principle,P,R,IH,N,S,AH,P,AH,L,,,,,,,,,
print,P,R,IH,N,T,,,,,,,,,,,,,
printer,P,R,IH,N,T,ER,,,,,,,,,,,,
printout,P,R,IH,N,T,AW,T,,,,,,,,,,,
priorities,P,R,AY,AO,R,AH,T,IY,Z,,,,,,,,,
priors,P,R,AY,ER,Z,,,,,,,,,,,,,
prisms,P,R,IH,Z,AH,M,Z,,,,,,,,,,,
prison,P,R,IH,Z,AH,N,,,,,,,,,,,,
prithee,P,R,AY,TH,IY,,,,,,,,,,,,,
privacy,P,R,AY,V,AH,S,IY,,,,,,,,,,,
privateer,P,R,AY,V,AH,T,IH,R,,,,,,,,,,
privet,P,R,IH,V,AH,T,,,,,,,,,,,,
privies,P,R,IH,V,IY,Z,,,,,,,,,,,,
privilege,P,R,IH,V,IH,L,IH,JH,,,,,,,,,,
prize,P,R,AY,Z,,,,,,,,,,,,,,
prizefight,P,R,AY,Z,F,AY,T,,,,,,,,,,,
pro,P,R,OW,,,,,,,,,,,,,,,
probabilities,P,R,AA,B,AH,B,IH,L,AH,T,IY,Z,,,,,,
probate,P,R,OW,B,EY,T,,,,,,,,,,,,
probe,P,R,OW,B,,,,,,,,,,,,,,
probity,P,R,OW,B,AH,T,IY,,,,,,,,,,,
problem,P,R,AA,B,L,AH,M,,,,,,,,,,,
proboscis,P,R,OW,B,AA,S,AH,S,,,,,,,,,,
procaine,P,R,OW,K,EY,N,,,,,,,,,,,,
procedurals,P,R,OW,S,IY,JH,ER,AH,L,Z,,,,,,,,
proceedings,P,R,OW,S,IY,D,IH,NG,Z,,,,,,,,,
proceeds,P,R,AH,S,IY,D,Z,,,,,,,,,,,
process,P,R,AA,S,EH,S,,,,,,,,,,,,
processional,P,R,AH,S,EH,SH,AH,N,AH,L,,,,,,,,
processor,P,R,AA,S,EH,S,ER,,,,,,,,,,,
proclamation,P,R,AA,K,L,AH,M,EY,SH,AH,N,,,,,,,
proclivities,P,R,OW,K,L,IH,V,AH,T,IY,Z,,,,,,,
proconsul,P,R,OW,K,AA,N,S,AH,L,,,,,,,,,
procrastination,P,R,AH,K,R,AE,S,T,AH,N,EY,SH,AH,N,,,,
procreation,P,R,OW,K,R,IY,EY,SH,AH,N,,,,,,,,
proctologist,P,R,AO,K,T,AA,L,AH,G,IH,S,T,,,,,,
proctology,P,R,OW,K,T,AA,L,AH,JH,IY,,,,,,,,
procurator,P,R,OW,K,Y,UH,R,AH,T,ER,,,,,,,,
procuress,P,R,OW,K,Y,UH,R,AH,S,,,,,,,,,
prodigal,P,R,AA,D,IH,G,AH,L,,,,,,,,,,
prodigies,P,R,AA,D,AH,JH,IY,Z,,,,,,,,,,
prods,P,R,AA,D,Z,,,,,,,,,,,,,
producer,P,R,AH,D,UW,S,ER,,,,,,,,,,,
product,P,R,AA,D,AH,K,T,,,,,,,,,,,
profanation,P,R,AO,F,AH,N,EY,SH,AH,N,,,,,,,,
profession,P,R,AH,F,EH,SH,AH,N,,,,,,,,,,
professionalism,P,R,AH,F,EH,SH,AH,N,AH,L,IH,Z,AH,M,,,,
professor,P,R,AH,F,EH,S,ER,,,,,,,,,,,
professorship,P,R,AH,F,EH,S,ER,SH,IH,P,,,,,,,,
proficiencies,P,R,AH,F,IH,SH,AH,N,S,IY,Z,,,,,,,
profile,P,R,OW,F,AY,L,,,,,,,,,,,,
profit,P,R,AA,F,AH,T,,,,,,,,,,,,
profligates,P,R,OW,F,L,AH,G,EY,T,S,,,,,,,,
profundity,P,R,AH,F,AH,N,D,AH,T,IY,,,,,,,,
profusion,P,R,AH,F,Y,UW,ZH,AH,N,,,,,,,,,
progenies,P,R,AA,JH,AH,N,IY,Z,,,,,,,,,,
progenitor,P,R,OW,JH,EH,N,IH,T,ER,,,,,,,,,
prognosis,P,R,AA,G,N,OW,S,AH,S,,,,,,,,,
prognostic,P,R,AA,G,N,AA,S,T,IH,K,,,,,,,,
program,P,R,OW,G,R,AE,M,,,,,,,,,,,
programmer,P,R,OW,G,R,AE,M,ER,,,,,,,,,,
progress,P,R,AA,G,R,EH,S,,,,,,,,,,,
prohibition,P,R,OW,AH,B,IH,SH,AH,N,,,,,,,,,
project,P,R,AA,JH,EH,K,T,,,,,,,,,,,
projectile,P,R,AA,JH,EH,K,T,AH,L,,,,,,,,,
projectionist,P,R,AA,JH,EH,K,SH,AH,N,IH,S,T,,,,,,
projector,P,R,AA,JH,EH,K,T,ER,,,,,,,,,,
prolapse,P,R,OW,L,AE,P,S,,,,,,,,,,,
proletarians,P,R,OW,L,AH,T,AE,R,IY,AH,N,Z,,,,,,
proletariat,P,R,OW,L,AH,T,EH,R,IY,AH,T,,,,,,,
proliferation,P,R,OW,L,IH,F,ER,EY,SH,AH,N,,,,,,,
prolixity,P,R,OW,L,IH,K,S,AH,T,IY,,,,,,,,
prologue,P,R,OW,L,AA,G,,,,,,,,,,,,
prom,P,R,AA,M,,,,,,,,,,,,,,
promenade,P,R,AA,M,AH,N,EY,D,,,,,,,,,,
promethium,P,R,AH,M,IY,TH,IY,AH,M,,,,,,,,,
prominence,P,R,AA,M,AH,N,AH,N,S,,,,,,,,,
promiscuity,P,R,OW,M,IH,S,K,Y,UW,AH,T,IY,,,,,,
promises,P,R,AA,M,AH,S,AH,Z,,,,,,,,,,
promo,P,R,OW,M,OW,,,,,,,,,,,,,
promontory,P,R,OW,M,AA,N,T,IY,ER,IY,,,,,,,,
promotion,P,R,AH,M,OW,SH,AH,N,,,,,,,,,,
prompter,P,R,AA,M,P,T,ER,,,,,,,,,,,
promptness,P,R,AA,M,P,T,N,AH,S,,,,,,,,,
promulgates,P,R,OW,M,AH,L,G,EY,T,S,,,,,,,,
proneness,P,R,OW,N,AH,S,,,,,,,,,,,,
prong,P,R,AO,NG,,,,,,,,,,,,,,
pronoun,P,R,OW,N,AW,N,,,,,,,,,,,,
pronouncement,P,R,AH,N,AW,N,S,M,AH,N,T,,,,,,,
pronto,P,R,AA,N,T,OW,,,,,,,,,,,,
pronunciation,P,R,OW,N,AH,N,S,IY,EY,SH,AH,N,,,,,,
proof,P,R,UW,F,,,,,,,,,,,,,,
proofreader,P,R,UW,F,R,IY,D,ER,,,,,,,,,,
prop,P,R,AA,P,,,,,,,,,,,,,,
propaganda,P,R,AA,P,AH,G,AE,N,D,AH,,,,,,,,
propagandist,P,R,AA,P,AH,G,AE,N,D,AH,S,T,,,,,,
propagation,P,R,AA,P,AH,G,EY,SH,AH,N,,,,,,,,
propane,P,R,OW,P,EY,N,,,,,,,,,,,,
propellant,P,R,AH,P,EH,L,AH,N,T,,,,,,,,,
propensities,P,R,AH,P,EH,N,S,AH,T,IY,Z,,,,,,,
property,P,R,AA,P,ER,T,IY,,,,,,,,,,,
prophase,P,R,OW,F,EY,Z,,,,,,,,,,,,
prophecies,P,R,AA,F,AH,S,IY,Z,,,,,,,,,,
prophet,P,R,AA,F,AH,T,,,,,,,,,,,,
prophetess,P,R,AA,F,AH,T,AH,S,,,,,,,,,,
prophylactics,P,R,OW,F,AH,L,AE,K,T,AH,S,Z,,,,,,
prophylaxis,P,R,OW,F,AH,L,AE,K,S,AH,S,,,,,,,
propinquity,P,R,OW,P,IH,N,K,W,IH,T,IY,,,,,,,
proponent,P,R,AH,P,OW,N,AH,N,T,,,,,,,,,
proportion,P,R,AH,P,AO,R,SH,AH,N,,,,,,,,,
proportionality,P,R,AH,P,AO,R,SH,AH,N,AE,L,IH,T,IY,,,,
proposal,P,R,AH,P,OW,Z,AH,L,,,,,,,,,,
proposition,P,R,AA,P,AH,Z,IH,SH,AH,N,,,,,,,,
proprieties,P,R,AH,P,R,AY,AH,T,IY,Z,,,,,,,,
proprietor,P,R,AH,P,R,AY,AH,T,ER,,,,,,,,,
proprietress,P,R,OW,P,R,IY,T,R,AH,S,,,,,,,,
propulsion,P,R,AH,P,AH,L,SH,AH,N,,,,,,,,,
propylene,P,R,OW,P,AH,L,IY,N,,,,,,,,,,
proscenium,P,R,OW,S,IY,N,IY,AH,M,,,,,,,,,
prosciutto,P,R,OW,S,AY,AH,T,OW,,,,,,,,,,
prose,P,R,OW,Z,,,,,,,,,,,,,,
prosecution,P,R,AA,S,AH,K,Y,UW,SH,AH,N,,,,,,,
prosecutor,P,R,AA,S,IH,K,Y,UW,T,ER,,,,,,,,
prospect,P,R,AA,S,P,EH,K,T,,,,,,,,,,
prospector,P,R,AO,S,P,EH,K,T,ER,,,,,,,,,
prospectus,P,R,AH,S,P,EH,K,T,AH,S,,,,,,,,
prosperity,P,R,AA,S,P,EH,R,AH,T,IY,,,,,,,,
prostate,P,R,AA,S,T,EY,T,,,,,,,,,,,
prostatectomy,P,R,AA,S,T,EY,T,EH,K,T,AH,M,IY,,,,,
prosthesis,P,R,AO,S,TH,EH,S,IH,S,,,,,,,,,
prosthetics,P,R,AA,S,TH,EH,T,IH,K,S,,,,,,,,
prostitute,P,R,AA,S,T,AH,T,UW,T,,,,,,,,,
prostration,P,R,AA,S,T,R,EY,SH,AH,N,,,,,,,,
prosy,P,R,OW,Z,IY,,,,,,,,,,,,,
protagonist,P,R,OW,T,AE,G,AH,N,AH,S,T,,,,,,,
protease,P,R,OW,T,IY,EY,Z,,,,,,,,,,,
protection,P,R,AH,T,EH,K,SH,AH,N,,,,,,,,,
protector,P,R,AH,T,EH,K,T,ER,,,,,,,,,,
protegee,P,R,OW,T,AH,ZH,EY,IY,,,,,,,,,,
protein,P,R,OW,T,IY,N,,,,,,,,,,,,
protest,P,R,OW,T,EH,S,T,,,,,,,,,,,
protestor,P,R,OW,T,EH,S,T,ER,,,,,,,,,,
protocol,P,R,OW,T,AH,K,AA,L,,,,,,,,,,
proton,P,R,OW,T,AA,N,,,,,,,,,,,,
protoplasm,P,R,OW,T,AH,P,L,AE,Z,AH,M,,,,,,,
prototype,P,R,OW,T,OW,T,AY,P,,,,,,,,,,
protraction,P,R,OW,T,R,AE,K,SH,AH,N,,,,,,,,
protractor,P,R,OW,T,R,AE,K,T,ER,,,,,,,,,
protrusion,P,R,OW,T,R,UW,ZH,AH,N,,,,,,,,,
protuberance,P,R,OW,T,UW,B,ER,AH,N,S,,,,,,,,
provenance,P,R,AA,V,AH,N,AH,N,S,,,,,,,,,
proverb,P,R,AA,V,ER,B,,,,,,,,,,,,
provider,P,R,AH,V,AY,D,ER,,,,,,,,,,,
province,P,R,AA,V,AH,N,S,,,,,,,,,,,
provincials,P,R,AH,V,IH,N,CH,AH,L,Z,,,,,,,,
provision,P,R,AH,V,IH,ZH,AH,N,,,,,,,,,,
proviso,P,R,AH,V,AY,Z,OW,,,,,,,,,,,
provocateur,P,R,OW,V,AH,K,EY,T,AH,R,,,,,,,,
provocation,P,R,AA,V,AH,K,EY,SH,AH,N,,,,,,,,
provoker,P,R,AH,V,OW,K,ER,,,,,,,,,,,
provost,P,R,OW,V,OW,S,T,,,,,,,,,,,
prow,P,R,AW,,,,,,,,,,,,,,,
prowess,P,R,AW,AH,S,,,,,,,,,,,,,
prowl,P,R,AW,L,,,,,,,,,,,,,,
prowler,P,R,AW,L,ER,,,,,,,,,,,,,
proximity,P,R,AA,K,S,IH,M,AH,T,IY,,,,,,,,
proximo,P,R,OW,Z,IH,M,OW,,,,,,,,,,,
proxy,P,R,AA,K,S,IY,,,,,,,,,,,,
prude,P,R,UW,D,,,,,,,,,,,,,,
prudence,P,R,UW,D,AH,N,S,,,,,,,,,,,
prudery,P,R,UW,D,ER,IY,,,,,,,,,,,,
prune,P,R,UW,N,,,,,,,,,,,,,,
psalm,S,AA,L,M,,,,,,,,,,,,,,
psalmist,S,AA,M,IH,S,T,,,,,,,,,,,,
psalmody,S,AE,L,M,AH,D,IY,,,,,,,,,,,
pseudonym,S,UW,D,AH,N,IH,M,,,,,,,,,,,
pseudoscience,S,UW,D,OW,S,AY,AH,N,S,,,,,,,,,
psi,S,AY,,,,,,,,,,,,,,,,
psilocybin,S,AY,L,AH,S,AY,B,AH,N,,,,,,,,,
psittacosis,S,IH,T,AH,S,OW,S,AH,S,,,,,,,,,
psoriasis,S,ER,AY,AH,S,AH,S,,,,,,,,,,,
psych,S,AY,K,,,,,,,,,,,,,,,
psychiatrist,S,AH,K,AY,AH,T,R,AH,S,T,,,,,,,,
psychiatry,S,AY,K,AY,AH,T,R,IY,,,,,,,,,,
psychics,S,AY,K,IH,K,S,,,,,,,,,,,,
psycho,S,AY,K,OW,,,,,,,,,,,,,,
psychoanalysis,S,AY,K,OW,AH,N,AE,L,AH,S,AH,S,,,,,,
psychoanalyst,S,AY,K,OW,AE,N,AH,L,AH,S,T,,,,,,,
psychobabble,S,AY,K,OW,B,AE,B,AH,L,,,,,,,,,
psychodrama,S,AY,K,OW,D,R,AA,M,AH,,,,,,,,,
psychodynamics,S,AY,K,OW,D,AY,N,AE,M,IH,K,S,,,,,,
psycholinguistics,S,AY,K,OW,L,IH,NG,G,W,IH,S,T,IH,K,S,,,
psychologist,S,AY,K,AA,L,AH,JH,AH,S,T,,,,,,,,
psychology,S,AY,K,AA,L,AH,JH,IY,,,,,,,,,,
psychoneurosis,S,AY,K,OW,N,UH,R,OW,S,AH,S,,,,,,,
psychopath,S,AY,K,OW,P,AE,TH,,,,,,,,,,,
psychopathology,S,AY,K,OW,P,AH,TH,AA,L,AH,JH,IY,,,,,,
psychophysics,S,AY,K,OW,F,IH,Z,IH,K,S,,,,,,,,
psychophysiology,S,AY,K,OW,F,IH,Z,IY,AA,L,AH,JH,IY,,,,,
psychoses,S,AY,K,OW,Z,AH,Z,,,,,,,,,,,
psychosis,S,AY,K,OW,S,AH,S,,,,,,,,,,,
psychosurgery,S,AY,K,OW,S,ER,JH,AH,R,IY,,,,,,,,
psychotherapist,S,AY,K,AH,TH,EH,R,AH,P,IH,S,T,,,,,,
psychotherapy,S,AY,K,OW,TH,EH,R,AH,P,IY,,,,,,,,
psychotics,S,AY,K,AA,T,IH,K,S,,,,,,,,,,
pterodactyl,T,EH,R,AH,D,AE,K,T,AH,L,,,,,,,,
ptomaine,T,OW,M,EY,N,,,,,,,,,,,,,
pub,P,AH,B,,,,,,,,,,,,,,,
puberty,P,Y,UW,B,ER,T,IY,,,,,,,,,,,
pubes,P,Y,UW,B,Z,,,,,,,,,,,,,
pubescence,P,Y,UW,B,EH,S,AH,N,S,,,,,,,,,
pubis,P,AH,B,IY,Z,,,,,,,,,,,,,
publican,P,AH,B,L,IH,S,AH,N,,,,,,,,,,
publication,P,AH,B,L,IH,K,EY,SH,AH,N,,,,,,,,
publicist,P,AH,B,L,IH,S,IH,S,T,,,,,,,,,
publisher,P,AH,B,L,IH,SH,ER,,,,,,,,,,,
puce,P,Y,UW,S,,,,,,,,,,,,,,
puck,P,AH,K,,,,,,,,,,,,,,,
pudding,P,UH,D,IH,NG,,,,,,,,,,,,,
puddle,P,AH,D,AH,L,,,,,,,,,,,,,
pueblo,P,W,EH,B,L,OW,,,,,,,,,,,,
puerility,P,Y,UH,AH,R,AH,L,AH,T,IY,,,,,,,,
puff,P,AH,F,,,,,,,,,,,,,,,
puffball,P,AH,F,B,AO,L,,,,,,,,,,,,
puffer,P,AH,F,ER,,,,,,,,,,,,,,
puffery,P,AH,F,ER,IY,,,,,,,,,,,,,
puffin,P,AH,F,IH,N,,,,,,,,,,,,,
puffiness,P,AH,F,IY,N,AH,S,,,,,,,,,,,
pug,P,AH,G,,,,,,,,,,,,,,,
pugilism,P,Y,UW,JH,AH,L,IH,Z,AH,M,,,,,,,,
pugilist,P,Y,UW,JH,AH,L,IH,S,T,,,,,,,,,
pugnacity,P,AH,G,N,AH,S,AH,T,IY,,,,,,,,,
pukes,P,Y,UW,K,S,,,,,,,,,,,,,
pulchritude,P,UH,L,K,R,AH,T,Y,UW,D,,,,,,,,
pullback,P,UH,L,B,AE,K,,,,,,,,,,,,
puller,P,UH,L,ER,,,,,,,,,,,,,,
pullet,P,UH,L,AH,T,,,,,,,,,,,,,
pulley,P,UH,L,IY,,,,,,,,,,,,,,
pullout,P,UH,L,AW,T,,,,,,,,,,,,,
pullover,P,UH,L,OW,V,ER,,,,,,,,,,,,
pulp,P,AH,L,P,,,,,,,,,,,,,,
pulpit,P,UH,L,P,IH,T,,,,,,,,,,,,
pulsar,P,UH,L,S,ER,,,,,,,,,,,,,
pulsation,P,AH,L,S,EY,SH,AH,N,,,,,,,,,,
pulse,P,AH,L,S,,,,,,,,,,,,,,
puma,P,UW,M,AH,,,,,,,,,,,,,,
pumice,P,AH,M,AH,S,,,,,,,,,,,,,
pump,P,AH,M,P,,,,,,,,,,,,,,
pumper,P,AH,M,P,ER,,,,,,,,,,,,,
pumpkin,P,AH,M,P,K,IH,N,,,,,,,,,,,
pun,P,AH,N,,,,,,,,,,,,,,,
punch,P,AH,N,CH,,,,,,,,,,,,,,
punchbowl,P,AH,N,CH,B,OW,L,,,,,,,,,,,
puncher,P,AH,N,CH,ER,,,,,,,,,,,,,
punchingbag,P,AH,N,CH,IH,NG,B,AE,G,,,,,,,,,
punctuality,P,AH,NG,K,CH,UW,AE,L,IH,T,IY,,,,,,,
punctuation,P,AH,NG,K,CH,UW,EY,SH,AH,N,,,,,,,,
puncture,P,AH,NG,K,CH,ER,,,,,,,,,,,,
pundit,P,AH,N,D,AH,T,,,,,,,,,,,,
pungency,P,AH,N,JH,AH,N,S,IY,,,,,,,,,,
punishment,P,AH,N,IH,SH,M,AH,N,T,,,,,,,,,
punk,P,AH,NG,K,,,,,,,,,,,,,,
punster,P,AH,N,S,T,ER,,,,,,,,,,,,
punt,P,AH,N,T,,,,,,,,,,,,,,
punter,P,AH,N,T,ER,,,,,,,,,,,,,
pup,P,AH,P,,,,,,,,,,,,,,,
pupa,P,Y,UW,P,AH,,,,,,,,,,,,,
pupil,P,Y,UW,P,AH,L,,,,,,,,,,,,
puppet,P,AH,P,AH,T,,,,,,,,,,,,,
puppetry,P,AH,P,AH,T,R,IY,,,,,,,,,,,
puppy,P,AH,P,IY,,,,,,,,,,,,,,
purchase,P,ER,CH,AH,S,,,,,,,,,,,,,
pureblood,P,Y,UH,R,B,L,AH,D,,,,,,,,,,
purebreds,P,Y,UH,R,B,R,EH,D,Z,,,,,,,,,
puree,P,Y,UH,R,EY,,,,,,,,,,,,,
purgation,P,ER,G,EY,SH,AH,N,,,,,,,,,,,
purgatory,P,ER,G,AH,T,AO,R,IY,,,,,,,,,,
purges,P,ER,JH,IH,Z,,,,,,,,,,,,,
purification,P,Y,UH,R,AH,F,AH,K,EY,SH,AH,N,,,,,,
purifier,P,Y,UH,R,AH,F,AY,ER,,,,,,,,,,
purist,P,Y,UH,R,IH,S,T,,,,,,,,,,,
puritan,P,Y,UH,R,AH,T,AH,N,,,,,,,,,,
purity,P,Y,UH,R,AH,T,IY,,,,,,,,,,,
purloin,P,ER,L,OY,N,,,,,,,,,,,,,
purples,P,ER,P,AH,L,Z,,,,,,,,,,,,
purpose,P,ER,P,AH,S,,,,,,,,,,,,,
purr,P,ER,,,,,,,,,,,,,,,,
purse,P,ER,S,,,,,,,,,,,,,,,
purser,P,ER,S,ER,,,,,,,,,,,,,,
pursuer,P,ER,S,UW,ER,,,,,,,,,,,,,
pursuit,P,ER,S,UW,T,,,,,,,,,,,,,
purveyor,P,ER,V,EY,ER,,,,,,,,,,,,,
purview,P,ER,V,Y,UW,,,,,,,,,,,,,
pus,P,AH,S,,,,,,,,,,,,,,,
pushbutton,P,UH,SH,B,AH,T,AH,N,,,,,,,,,,
pushcart,P,UH,SH,K,AA,R,T,,,,,,,,,,,
pusher,P,UH,SH,ER,,,,,,,,,,,,,,
pushover,P,UH,SH,OW,V,ER,,,,,,,,,,,,
pushrod,P,UH,SH,R,AA,D,,,,,,,,,,,,
pushup,P,UH,SH,AH,P,,,,,,,,,,,,,
push-up,P,UH,SH,AH,P,,,,,,,,,,,,,
puss,P,UH,S,,,,,,,,,,,,,,,
pussy,P,UH,S,IY,,,,,,,,,,,,,,
pussycat,P,UH,S,IY,K,AE,T,,,,,,,,,,,
pussyfoot,P,UH,S,IY,F,UH,T,,,,,,,,,,,
pustule,P,AH,S,T,Y,UW,L,,,,,,,,,,,
putdown,P,UH,T,D,AW,N,,,,,,,,,,,,
putrefaction,P,UH,T,R,IY,F,AE,K,SH,AH,N,,,,,,,
putrescence,P,AH,T,R,EH,S,AH,N,S,,,,,,,,,
putridity,P,UH,T,R,AY,D,AH,T,IY,,,,,,,,,
putsch,P,UH,CH,,,,,,,,,,,,,,,
putt,P,AH,T,,,,,,,,,,,,,,,
putter,P,AH,T,ER,,,,,,,,,,,,,,
putty,P,AH,T,IY,,,,,,,,,,,,,,
puzzle,P,AH,Z,AH,L,,,,,,,,,,,,,
puzzlement,P,AH,Z,AH,L,M,AH,N,T,,,,,,,,,
puzzler,P,AH,Z,L,ER,,,,,,,,,,,,,
pygmies,P,IH,G,M,IY,Z,,,,,,,,,,,,
pyjamas,P,IH,JH,AH,M,AH,Z,,,,,,,,,,,
pylon,P,AY,L,AA,N,,,,,,,,,,,,,
pyorrhea,P,AY,AH,R,IY,AH,,,,,,,,,,,,
pyramid,P,IH,R,AH,M,IH,D,,,,,,,,,,,
pyre,P,AY,ER,,,,,,,,,,,,,,,
pyrethrum,P,AY,ER,TH,R,AH,M,,,,,,,,,,,
pyrite,P,AY,R,AY,T,,,,,,,,,,,,,
pyromania,P,IH,R,AH,M,EY,N,Y,AH,,,,,,,,,
pyromaniac,P,IH,R,AH,M,EY,N,IY,AH,K,,,,,,,,
pyrophosphate,P,AY,R,OW,F,AA,S,F,EY,T,,,,,,,,
pyrotechnics,P,AY,R,OW,T,EH,K,N,IH,K,S,,,,,,,
python,P,AY,TH,AA,N,,,,,,,,,,,,,
q-tips,K,Y,UW,T,IH,P,S,,,,,,,,,,,
quackeries,K,W,AE,K,AH,R,IY,Z,,,,,,,,,,
quacks,K,W,AE,K,S,,,,,,,,,,,,,
quad,K,W,AA,D,,,,,,,,,,,,,,
quadrangle,K,W,AA,D,R,AH,N,G,AH,L,,,,,,,,
quadrant,K,W,AA,D,R,AH,N,T,,,,,,,,,,
quadriceps,K,W,AA,D,R,AH,S,EH,P,S,,,,,,,,
quadrille,K,W,AA,D,R,IH,L,,,,,,,,,,,
quadrillion,K,W,AA,D,R,IH,L,Y,AH,N,,,,,,,,
quadrillionth,K,W,AA,D,R,IH,L,Y,AH,N,TH,,,,,,,
quadriplegia,K,W,AA,D,R,AH,P,L,IY,JH,IY,AH,,,,,,
quadriplegics,K,W,AA,D,R,IH,P,L,AH,JH,AH,S,Z,,,,,
quadroon,K,W,AA,D,R,UW,N,,,,,,,,,,,
quadrupeds,K,W,AA,D,R,UW,P,AH,D,Z,,,,,,,,
quadruplet,K,W,AA,D,R,AH,P,L,AH,T,,,,,,,,
quail,K,W,EY,L,,,,,,,,,,,,,,
quaintness,K,W,EY,N,T,N,AH,S,,,,,,,,,,
quake,K,W,EY,K,,,,,,,,,,,,,,
qualification,K,W,AA,L,AH,F,AH,K,EY,SH,AH,N,,,,,,
qualifier,K,W,AA,L,AH,F,AY,ER,,,,,,,,,,
quality,K,W,AA,L,AH,T,IY,,,,,,,,,,,
qualms,K,W,AA,M,Z,,,,,,,,,,,,,
quandaries,K,W,AA,N,D,ER,IY,Z,,,,,,,,,,
quantity,K,W,AA,N,T,AH,T,IY,,,,,,,,,,
quantum,K,W,AA,N,T,AH,M,,,,,,,,,,,
quarantine,K,W,AO,R,AH,N,T,IY,N,,,,,,,,,
quarrel,K,W,AO,R,AH,L,,,,,,,,,,,,
quarry,K,W,AO,R,IY,,,,,,,,,,,,,
quart,K,W,AO,R,T,,,,,,,,,,,,,
quarter,K,W,AO,R,T,ER,,,,,,,,,,,,
quarterback,K,W,AO,R,T,ER,B,AE,K,,,,,,,,,
quarterdeck,K,W,AO,R,T,ER,D,EH,K,,,,,,,,,
quarterfinals,K,W,AO,R,T,ER,F,AY,N,AH,L,Z,,,,,,
quarterlies,K,W,AO,R,T,ER,L,IY,Z,,,,,,,,,
quartermaster,K,W,AO,R,T,ER,M,AE,S,T,ER,,,,,,,
quarterstaff,K,W,AO,R,T,ER,S,T,AE,F,,,,,,,,
quartet,K,W,AO,R,T,EH,T,,,,,,,,,,,
quarto,K,W,AO,R,T,OW,,,,,,,,,,,,
quartz,K,W,AO,R,T,S,,,,,,,,,,,,
quasar,K,W,EY,Z,AA,R,,,,,,,,,,,,
quaternary,K,W,AA,T,ER,N,EH,R,IY,,,,,,,,,
quatrain,K,W,AA,T,R,EY,N,,,,,,,,,,,
quay,K,IY,,,,,,,,,,,,,,,,
queasiness,K,W,IY,Z,IY,N,AH,S,,,,,,,,,,
queen,K,W,IY,N,,,,,,,,,,,,,,
queers,K,W,IH,R,Z,,,,,,,,,,,,,
quencher,K,W,EH,N,CH,ER,,,,,,,,,,,,
quenelle,K,W,EH,N,AH,L,,,,,,,,,,,,
queries,K,W,IH,R,IY,Z,,,,,,,,,,,,
quesadilla,K,W,EH,S,AH,D,IH,L,AH,,,,,,,,,
quest,K,W,EH,S,T,,,,,,,,,,,,,
question,K,W,EH,S,CH,AH,N,,,,,,,,,,,
